Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
016-000002125,553,16,Social Security Administration,DDS Automation,828,,FY12 - Independent DDS Support,"Provides software support, testing, and troubleshooting for the NY &amp; NE DDSs, which are supported by two different Independent Legacy Systems.",03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.73526,0,0,0.11746,15.98,0.73526,0.6178,24/08/2012,13:26:53,DDSA0704,,,,,
016-000002125,553,16,Social Security Administration,DDS Automation,829,,FY12 - Management Support,Management and overhead work years are based on the total number of FTEs and Contractors allocated to this program for project-related work.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,1.07094,0,0,6.0E-5,0.01,1.07094,1.07088,30/05/2012,07:56:26,DDSA0705,,,,,
016-000002125,553,16,Social Security Administration,DDS Automation,830,,FY12 - Non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.19621,0,0,0,0,0.1962,0.1962,27/04/2012,08:42:23,DDSA0706,,,,,
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,831,,FY11 FACTS,"The Financial Accounting System (FACTS) is a steady-state investment that provides for the operations and maintenance of the Social Security Administration's (SSA's) accounting system, Social Security Online Accounting & Reporting System (SSOARS).",01/10/2010,30/09/2011,30/09/2011,30/09/2011,11.987903,0,0,0.188037,1.57,11.987903,11.799866,31/10/2011,10:50:21,FACTS01,,,,,
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,832,,FY 12 - Oracle,Ongoing maintenance support.,27/10/2011,30/09/2012,30/09/2012,30/09/2012,6.158,0,0,0,0,6.158,6.158,31/07/2012,11:47:47,FACTS0201,,,,,
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,835,,FY12 - MGMT O/H,Management and overhead workyears are based on the total number of FTEs and Contractors allocated to this program for project-related work.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.27222,0,0,0,0,0.27222,0.27222,27/04/2012,09:57:50,FACTS0204,,,,,
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,836,,FY12 - non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.444572,0,0,0,0,0.444572,0.444572,27/04/2012,09:57:50,FACTS0205,,,,,
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,1029,,FY11 Telephone Systems Replacement Project,"Parent project consisting  of implementation, installation and cost management of SSA voice systems replacement.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,83.47,0,0,-1.49097,-1.79,83.47,84.96097,01/11/2011,08:57:34,TSRP0106,,,,,
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,1030,,FY12 TSRP Project Implementation,"Consolidated tracking of the installation process and procedures for Hardware and Software, circuits, and infrastructure.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,21.06311,0,0,0.14502,0.69,21.06311,20.91809,24/08/2012,13:26:55,TSRP010702,,,,,
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,1031,,FY12 TSRP Operations and Maintenance,"Consolidated tracking of the installation process and procedures for LEC, Network and long distance  network services.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,43.02655,0,0,1.19001,2.77,43.02655,41.83654,24/08/2012,13:26:55,TSRP010703,,,,,
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,1032,,FY12 TSRP GFTE Implementation Support,Government Full Time Employee skill set resources.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.68405,0,0,-0.10705,-15.65,0.68404,0.79109,24/08/2012,13:26:55,TSRP010704,,,,,
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,1033,,FY12 TSRP Management Overhead,Management and overhead work years are based on the total number of FTEs and contractors allocated to this program for project-related work.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.1254,0,0,0,0,0.1254,0.1254,30/04/2012,14:20:51,TSRP010705,,,,,
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,,,FY12 TSRP non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level Offices outside the Office of Systems.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,2.18316,0,0,0,0,2.18316,2.18316,30/04/2012,14:20:51,TSRP010706,,,,,
016-000002045,557,16,Social Security Administration,Title II,1021,,FY11 Title II,The Social Security Administration (SSA) Title II investment provides for a single system for processing all Title II initial claims and client related post-entitlement actions in an online and interactive environment.,01/10/2010,30/09/2011,30/09/2011,30/09/2011,11.16399,0,0,0.44204,14.38,3.07504,2.633,23/01/2012,16:07:56,T20601,,,,,
016-000002045,557,16,Social Security Administration,Title II,1022,,FY12 - Title II PE Modernization - Eliminate AJS3,This project will eliminate Automated Job Stream 3 (AJS3) and incorporate its functionality into Title II.,01/10/2011,30/09/2012,31/07/2012,01/09/2012,3.264985,-32,-10.53,-2.957157,-90.57,3.264983,6.22214,27/08/2012,08:35:40,T20701,,,,,
016-000002045,557,16,Social Security Administration,Title II,1023,,FY12 - Title II Modernization - P &amp; A,Conduct Planning and Analysis activities as agreed upon with Operations and Systems.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,3.92223,0,0,1.03657,27.72,3.7393,2.70273,27/08/2012,08:35:40,T20702,,,,,
016-000002045,557,16,Social Security Administration,Title II,1024,,FY12 - Title II Systems - Maintenance,This project will provide the maintenance support needed for releases in FY12.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,5891714,0,0,-0.33825,-5.74,5.8915,6.22975,27/08/2012,08:35:40,T20703,,,,,
016-000002045,557,16,Social Security Administration,Title II,1025,,FY12 - APM - Elimination of AJS1 &amp; FDOPS - P&amp;A,This project will fold the Automated Job Stream 1 (AJS1) Functionality into Title II Retirement Survivor Disability Insurance System.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,1.543056,0,0,0.5574,36.12,1.54303,0.98563,27/08/2012,08:35:40,T20704,,,,,
016-000002045,557,16,Social Security Administration,Title II,1026,,FY12 - Whole File Certification (WFC) - Cycle 1,WFC will change how the Title II 3rd of the month payment file is delivered to Treasury.  This will help to lead in the modernization efforts for the back-end systems support.,24/10/2011,30/09/2012,30/09/2012,30/09/2012,1.342797,0,0,-0.004397,-0.35,1.264753,1.26915,27/08/2012,08:35:40,T20705,,,,,
016-000002045,557,16,Social Security Administration,Title II,1027,,FY12 Management Overhead O/H,Management and overhead work years are based on the total number of FTEs and Contractors allocated to this program for project-related work.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,2.67,0,0,-0.00648,-0.24,2.66,2.66648,27/04/2012,07:12:57,T20706,,,,,
016-000002045,557,16,Social Security Administration,Title II,1028,,FY12 Non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level Offices outside the Office of Systems.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.2,0,0,0.00378,1.89,0.2,0.19622,27/04/2012,07:12:57,T20707,,,,,
016-000002146,586,16,Social Security Administration,Online Claims,808,,iClaim,Provide the public with the ability to apply for Social Security Benefits via the Internet.,02/10/2011,30/09/2012,30/09/2012,30/09/2012,8.79326,0,0,1.582695,18,8.793105,7.21041,28/08/2012,08:13:05,OLC0101,,,,,
016-000002146,586,16,Social Security Administration,Online Claims,810,,iAppeals,Online application for filing an appeal and beginning the appeal's process.,03/10/2011,30/09/2012,12/05/2012,30/09/2012,3.60799,-141,-63.51,1.86942,51.81,3.60798,1.73856,28/08/2012,08:13:05,OLC0103,,,,,
016-000002146,586,16,Social Security Administration,Online Claims,811,,iClaim Maintenance,Enhancements and upgrades to the existing iClaim application.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.15956,0,0,-0.2488,-155.93,0.15956,0.40836,28/08/2012,08:13:05,OLC0104,,,,,
016-000002146,586,16,Social Security Administration,Online Claims,812,,Retirement Estimator Maintenance,Maintenance activities for the interactive retirements benefit calculator on the Internet that uses the person's actual earnings history to estimate benefits.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.09246,0,0,-0.0353,-38.18,0.09246,0.12776,28/08/2012,08:13:05,OLC0105,,,,,
016-000002146,586,16,Social Security Administration,Online Claims,813,,ERE Maintenance,"To ensure the integrity and level of service the Electronic Records Express application and Web Service currently provide in the production environment.   This includes addressing emergency releases, defect resolutions, and other customer service requests.",03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.86999,0,0,-0.91175,-104.81,0.8699,1.78165,28/08/2012,08:13:05,OLC0106,,,,,
016-000002146,586,16,Social Security Administration,Online Claims,814,,Appointed Representative Maintenance,Maintenance activities for the Appointed Representative Suite of Services online applications.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.20088,0,0,-0.15148,-75.41,0.20088,0.35236,28/08/2012,08:13:05,OLC0107,,,,,
016-000002146,586,16,Social Security Administration,Online Claims,815,,Internet Disability Reports (IDR) Maintenance,Maintenance activities for the Internet Disability Reports.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.56553,0,0,0.37801,66.84,0.56553,0.18752,28/08/2012,08:13:05,OLC0108,,,,,
016-000002146,586,16,Social Security Administration,Online Claims,816,,Management Support,Management and overhead workyears are based on the total number of FTEs and Contractors allocated to this program for project-related work.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,2.71299,0,0,0.22608,8.33,2.71298,2.4869,28/08/2012,08:13:05,OLC0109,,,,,
016-000002146,586,16,Social Security Administration,Online Claims,817,,Non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various Agency-level Offices outside the Office of Systems.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.19621,0,0,0.00962,4.9,0.1962,0.18658,28/08/2012,08:13:05,OLC0110,,,,,
016-000002250,587,16,Social Security Administration,Infrastructure - Data Center,1321,,FY11 Data Center,FY11 Infrastructure/DataCenter DM&E & O&M activities.,01/10/2010,30/09/2011,30/09/2011,30/09/2011,475.44841,0,0,-13.4796,-2.84,475.44841,488.92801,01/02/2012,14:38:12,IDC04,,,,,
016-000002250,587,16,Social Security Administration,Infrastructure - Data Center,1323,,FY12 Data Center Operations and Maintenance,Infrastructure/DataCenter O&M.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,272.97931,0,0,-4.66865,-1.71,272.97931,277.64796,24/08/2012,13:26:54,IDC0502,,,,,
016-000002250,587,16,Social Security Administration,Infrastructure - Data Center,1324,,FY12 Data Center Management Overhead,Management and overhead work years are based on the total number of FTEs and contractors allocated to this program for project-related work.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,22.5109,0,0,0,0,22.5109,22.5109,30/04/2012,11:29:59,IDC0503,,,,,
016-000002250,587,16,Social Security Administration,Infrastructure - Data Center,1325,,FY12 Data Center non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,1.07542,0,0,0,0,1.07542,1.07542,30/04/2012,11:29:59,IDC0504,,,,,
016-000002252,588,16,Social Security Administration,Infrastructure - Office Automation,1326,,FY11 Office Automation,FY11 Office Automation Planning.,01/10/2010,30/09/2011,30/09/2011,30/09/2011,27.83324,0,0,-24.55592,-88.23,27.83324,52.38916,30/03/2012,10:47:52,IOA04,,,,,
016-000002252,588,16,Social Security Administration,Infrastructure - Office Automation,1327,,"FY12 Office Automation Development, Modernization, and Enhancement","FY12 Office Automation Development, Modernization, and Enhancement.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,26.15708,0,0,-0.45777,-1.75,26.15707,26.61484,24/08/2012,13:26:54,IOA0501,,,,,
016-000002252,588,16,Social Security Administration,Infrastructure - Office Automation,1328,,FY12 Office Automation Operations and Maintenance,FY12 Office Automation Operations and Maintenance.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,57.38801,0,0,-1.67819,-2.92,57.388,59.06619,24/08/2012,13:26:54,IOA0502,,,,,
016-000002252,588,16,Social Security Administration,Infrastructure - Office Automation,1329,,FY12 Office Automation Management Overhead,Management and overhead work years are based on the total number of FTEs and contractors allocated to this program for project-related work.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,5.31502,0,0,0,0,5.31502,5.31502,30/04/2012,13:36:27,IOA0503,,,,,
016-000002252,588,16,Social Security Administration,Infrastructure - Office Automation,1330,,FY12 Office Automation non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,14.7255,0,0,0,0,14.7255,14.7255,30/04/2012,13:36:27,IOA0504,,,,,
016-000002251,589,16,Social Security Administration,Infrastructure - Telecommunications,1331,,FY11 Telecommunications,"This investment provides secure, easy-to-use and fast electronic services to the public via the internet, telephone services, wide area network and video teleconferencing systems.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,177.52352,0,0,1.66915,0.94,177.52352,175.85437,31/05/2012,13:13:17,ITC04,,,,,
016-000002251,589,16,Social Security Administration,Infrastructure - Telecommunications,1333,,FY12 Telecommunications Operations and Maintenance,Fund and staff all O&M activities related to the SSA network and voice/data/video communications.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,166.3723,0,0,-5.64129,-3.39,166.37229,172.01358,24/08/2012,13:26:54,ITC0502,,,,,
016-000002251,589,16,Social Security Administration,Infrastructure - Telecommunications,1334,,FY12 Telecommunications Management Overhead,Management and overhead work years are based on the total number of FTEs and contractors allocated to this program for project-related work.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,2.4632,0,0,7.0E-4,0.03,2.4632,2.4625,31/05/2012,13:13:17,ITC0503,,,,,
016-000002251,589,16,Social Security Administration,Infrastructure - Telecommunications,1335,,FY12 Telecommunications non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.32039,0,0,0,0,0.32038,0.32038,31/05/2012,13:13:17,ITC0504,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1054,,FY11 Intelligent Disability,"The goal of the Intelligent Disability (IDIB) program is to provide foundational information technology (IT) to deliver high-quality, citizen-centered service in support of the Social Security Administration's (SSA's) disability claims process. The IDIB investment provides core software common to and necessary for other SSA disability-related investments. IDIB includes several related projects designed to extend and enhance SSA's transition from paper to electronic disability processing.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,57.95503,0,0,-0.81613,-1.41,57.95503,58.77116,02/11/2011,11:06:48,DDSA0701,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1055,,FY12 Electronic Authorization (eAuthorization),Build functionality to create and display on electronic signature on the SSA-827 form (authorization to disclose information).,03/10/2011,30/09/2012,30/09/2012,30/09/2012,3.91449,0,0,0.20752,5.3,3.91448,3.70696,28/08/2012,11:13:28,IDIB0601,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1056,,FY12 DRAP Enhancements,"The Digital Recording Acquisition Project (DRAP) allows ODAR to record, index, archive, and play back digital audio recordings of hearings. Each recording becomes part of the official agency claim file and is reviewed at multiple points in the adjudication and appeals process. At the conclusion of the recorded hearing, the audio file is burned to a CD.",03/10/2011,30/09/2012,30/09/2012,30/09/2012,1.96007,0,0,0.06288,3.21,1.96007,1.89719,01/08/2012,08:59:05,IDIB0602,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1057,,FY12 Auto Scheduling,Allows hearing offices to schedule hearings electronically with business partners including claimant representatives and experts.,03/10/2011,25/08/2012,25/08/2012,30/09/2012,6.21477,-36,-11.01,-0.16422,-2.64,6.21476,6.37898,28/08/2012,11:13:28,IDIB0603,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1059,,FY12 eCDR Long-Term,"The eCDR Long-Term project will provide a fully automated, data driven and electronic environment for processing medical Continuing Disability Reviews (CDRs).",03/10/2011,31/01/2012,31/01/2012,09/04/2012,1.84942,-69,-57.5,-0.20922,-11.31,1.84942,2.05864,01/06/2012,07:29:45,IDIB0605,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1060,,FY12 Disability Quality Reviews (DQR),This will allow the Office of Quality Performance (OQP) to perform review of the T2 and T16 disability programs in a seamless processing environment during the transition from DICARS to DQR.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,2.21028,0,0,-0.15415,-6.97,2.21028,2.36443,28/08/2012,11:13:28,IDIB0606,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1062,,FY12 Compassionate Allowances (CAL),Commissioner Priority Initiative. Provide for additional Compassionate Allowances (CAL) conditons as well as Quick Disability Determination (QDD) Predictive Model changes and Management Information (MI) enhancements.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,1.21159,0,0,-0.61067,-50.4,1.21158,1.82225,28/08/2012,11:13:28,IDIB0608,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1063,,FY12 Health Information Technology,Health Information Technology (IT) is the ability to request and receive structured and unstructured medical information electronically through the Nationwide Health Information Network.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,15.5956,0,0,1.67016,10.71,15.59558,13.92542,28/08/2012,11:13:28,IDIB0609,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1064,,FY12 National Vendor File,The NVF is intended to be an enterprise-wide service that will be a central searchable repository of source providers. The NVF can be utilized by all the Disability Case Processing Partners.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,4.82371,0,0,-0.65218,-13.52,4.82371,5.47589,28/08/2012,11:13:28,IDIB0610,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1065,,FY12 UniForms,"UniForms will be the agency's way of accessing electronic versions of its disability forms.  This application will have the capability to save, send, and provide pre-filled integration with other applications. It will be based on HTML-Java standards.",03/10/2011,30/09/2012,30/09/2012,30/09/2012,3.94428,0,0,0.10935,2.77,3.94427,3.83492,28/08/2012,11:13:28,IDIB0611,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1066,,FY12 CTR Registration Process,This project will develop a registration and authentication process for contractors in order for them to access calendars and eFolders for the Automated Scheduling application and eFolder access development. CTR Registration is designed to facilitate performance of Automated Scheduling.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.88565,0,0,0.24993,28.22,0.88565,0.63572,28/08/2012,11:13:28,IDIB0612,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1067,,FY12 iDib Maintenance,"Intelligent Disability Program Maintenance, including; eDib Maintenance, eCAT Maintenance, HIT Maintenance, ARPS Maintenance, CPMS Maintenance, DGS Maintenance, ODAR Case Control Maintenance.",03/10/2011,30/09/2012,30/09/2012,30/09/2012,3.25371,0,0,-2.3919,-73.51,3.2537,5.6456,28/08/2012,11:13:28,IDIB0613,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1068,,FY12 ITS Costs,"ITS funding for contractor resources in support of the following Intelligent Disability projects; HIT, NVF, Predictive Model, DRAP, and Automated Scheduling.",03/10/2011,30/09/2012,30/09/2012,30/09/2012,2.83036,0,0,0.12638,4.47,2.83036,2.70398,28/08/2012,11:13:28,IDIB0614,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1069,,FY12 - Management Support,Management and overhead work years are based on the total number of FTEs and Contractors allocated to this program for project-related work.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,7.56148,0,0,2.0E-5,0,7.56148,7.56146,01/05/2012,10:10:16,IDIB0615,,,,,
016-000002140,592,16,Social Security Administration,Intelligent Disability,1070,,FY12 - Non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level Offices outside the Office of Systems.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,4.04585,0,0,2.0E-5,0,4.04584,4.04582,01/05/2012,10:10:16,IDIB0616,,,,,
016-000002141,630,16,Social Security Administration,Disability Case Processing System-DCPS,818,,FY11 DCPS,FY11 Disability Case Processing System.,01/10/2010,30/09/2011,30/09/2011,30/09/2011,36.76052,0,0,-0.39044,-1.06,36.76052,37.15096,31/10/2011,14:21:28,DCPS03,,,,,
016-000002141,630,16,Social Security Administration,Disability Case Processing System-DCPS,819,,FY12 DCPS Oversight & Development,"Under the direction of Program Manager support the overall DCPS  Program Management, Management Information, Interfaces, Correspondence, Fiscal, and Workload & Case Management sub projects. Provide planning, oversight, guidance, and direction for all DCPS projects and work products. Work closely with the user community and sponsor to ensure collaboration and input as required.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,8.06585,0,0,-1.03397,-12.82,8.06585,9.09982,26/08/2012,10:22:43,DCPS0401,,,,,
016-000002141,630,16,Social Security Administration,Disability Case Processing System-DCPS,820,,FY12 DCPS Design & Development,"FY 12 design and development activities will be critical towards beta preparation.  Activities include; development of system specifications, design, and product development activities.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,56.02087,0,0,3.40669,6.08,56.02087,52.61418,26/08/2012,10:22:42,DCPS0402,,,,,
016-000002141,630,16,Social Security Administration,Disability Case Processing System-DCPS,821,,FY12 ITS Costs,Purchases to support DCPS hardware and software needs as well as specialized operational project needs.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,18.23801,0,0,-0.71068,-3.9,18.238,18.94868,26/08/2012,10:22:43,DCPS0403,,,,,
016-000002141,630,16,Social Security Administration,Disability Case Processing System-DCPS,822,,FY12 - Management Support,Management and overhead workyears are based on the total number of FTEs and contractors allocated to this program for project-related work.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,1.40266,0,0,0,0,1.40265,1.40265,27/04/2012,08:48:24,DCPS0404,,,,,
016-000002141,630,16,Social Security Administration,Disability Case Processing System-DCPS,823,,FY12 - Non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.19621,0,0,0,0,0.1962,0.1962,27/04/2012,08:48:24,DCPS0405,,,,,
016-000002026,771,16,Social Security Administration,Interactive Video Teletraining-IVT,1008,,FY11 IVT,"IVT is the primary source of program training to SSA employees nationwide. The Office of Learning utilizes the infrastructure to deliver Title II/Title XVI, and other program-specific information to offices located throughout the country.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,14.58129,0,0,-0.05645,-0.39,14.58129,14.63774,30/11/2011,15:11:27,IVT06,,,,,
016-000002026,771,16,Social Security Administration,Interactive Video Teletraining-IVT,1009,,FY12 IVT - Resources,Work directly related to IVT Network Upgrade and Maintenance.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.438008,0,0,-6.52E-4,-0.15,0.438008,0.43866,24/08/2012,14:21:18,IVT0701,,,,,
016-000002026,771,16,Social Security Administration,Interactive Video Teletraining-IVT,1010,,FY12 IVT - MACs & Upgrades,"SSA provides services for any Moves, Adds, and Changes which occur within the scope of the IVT network. In addition, SSA provides for all upgrades to aging equipment which is no longer supports by the manufacturer.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,2.668281,0,0,6.0E-6,0,2.327479,2.327473,24/08/2012,14:21:18,IVT0702,,,,,
016-000002026,771,16,Social Security Administration,Interactive Video Teletraining-IVT,1011,,FY12 IVT - Maintenance,"SSA has two active contracts in place to provide maintenance support on the IVT Network.The contracts support 7 studios, the uplink in Baltimore MD, 50 MHz of bandwidth, 1600+ downlinks/classrooms, and a Help Desk which operates 12 1/2 hours Mon-Fri.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,9.514157,0,0,-1.0E-6,0,9.514157,9.514158,30/04/2012,14:40:44,IVT0703,,,,,
016-000002026,771,16,Social Security Administration,Interactive Video Teletraining-IVT,1012,,FY12 IVT - MGMT O/H,Management and overhead workyears are based on the total number of FTEs and Contractors allocated to this program for project-related work.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.08027,0,0,-2.0E-6,0,0.08027,0.080272,30/04/2012,14:40:44,IVT0704,,,,,
016-000002026,771,16,Social Security Administration,Interactive Video Teletraining-IVT,1013,,FY12 IVT - Non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various Agency-level Offices outside the Office of Systems.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.444572,0,0,0,0,0.444572,0.444572,30/04/2012,14:40:44,IVT0705,,,,,
016-000002127,773,16,Social Security Administration,Medicare Support Activities (Medicare Modernization Act),1073,,FY11 MSA,"Provides information technology services necessary to support and modify our existing Medicare initiatives, including changes required by the Affordable Care Act (ACA).",01/10/2010,30/09/2011,30/09/2011,30/09/2011,16.85505,0,0,0.52848,3.14,16.85505,16.32657,05/01/2012,13:38:33,MSA0106,,,,,
016-000002127,773,16,Social Security Administration,Medicare Support Activities (Medicare Modernization Act),1074,,FY12 IRMAA D Equitable Relief,"When a retroactive change occurs because the person owes Part D IRMAA, equitable relief will calculate the amount of retroactive IRMAA D due.",01/10/2011,30/09/2012,31/03/2012,31/03/2012,0.15717,-153,-84.07,0.10711,68.15,0.15716,0.05005,28/02/2012,17:36:52,MSA010701,,,,,
016-000002127,773,16,Social Security Administration,Medicare Support Activities (Medicare Modernization Act),1075,,FY12 Health Savings Account - Main,Health Savings Account maintenance activities.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.22158,0,0,-0.01334,-6.02,0.22157,0.23491,24/08/2012,13:26:54,MSA010702,,,,,
016-000002127,773,16,Social Security Administration,Medicare Support Activities (Medicare Modernization Act),1076,,FY12 Annual Mailing to 1144 Population,The purpose of this project is to identify individuals who may be eligible for the Medicare savings program.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.03865,0,0,4.5E-4,1.39,0.03244,0.03199,24/08/2012,13:26:54,MSA010703,,,,,
016-000002127,773,16,Social Security Administration,Medicare Support Activities (Medicare Modernization Act),1077,,FY12 VA Process to Accept Expanded VETSNET,"As a result of VA's conversion from the Benefits Delivery Network (BDN) legacy database to a new Veteran Service Network (VETSNET) corporate database, SSA will modify our processes to accept and process an expanded file format from VETSNET.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.34995,0,0,-0.13738,-39.26,0.34995,0.48733,24/08/2012,13:26:54,MSA010704,,,,,
016-000002127,773,16,Social Security Administration,Medicare Support Activities (Medicare Modernization Act),1078,,FY12 Medicare - Main,Ongoing Medicare maintenance tasks.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,6.11745,0,0,-0.81408,-13.31,6.11745,6.93153,31/07/2012,11:49:21,MSA010705,,,,,
016-000002127,773,16,Social Security Administration,Medicare Support Activities (Medicare Modernization Act),1079,,FY12 MI - Medicare Cyclical Reporting,This cyclical project handles fiscal year changes to the MI reports and redetermination processes.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.12883,0,0,0.01214,9.42,0.12882,0.11668,24/08/2012,13:26:54,MSA010706,,,,,
016-000002127,773,16,Social Security Administration,Medicare Support Activities (Medicare Modernization Act),1080,,FY12 VA-SSR Pension Calculation for MMA,"This release will modify a new routine at the front end of the process, immediately after the existing VA Pre-Edit program, to calculate the correct chargeable VA Pension amount for all records on the file.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.42115,0,0,0.09227,22.37,0.41253,0.32026,24/08/2012,13:26:54,MSA010707,,,,,
016-000002127,773,16,Social Security Administration,Medicare Support Activities (Medicare Modernization Act),1081,,FY12 MSA Management Overhead,Management and overhead work years are based on the total number of FTEs and contractors allocated to this program for project-related work.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,1.30514,0,0,0,0,1.30514,1.30514,29/05/2012,08:11:04,MSA010708,,,,,
